,Unnamed: 0,artist,track,genres,lyrics
198,198,Jason Michael Carroll,Where I'm From,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']","On a three-hour flight from Memphis to LA
I was silently celebrating my first-class upgrade
Laughing at my jeans and my boots beside those high-dollar shoes and Armani suits
When the gentleman next to me said the drinks up here are free
So if you'd like the first one can be on me
He said I'm heading back from business, in New York and Rome
Tell me son, where do you call home?

I said I'm from the front pew of a wooden white church
A courthouse clock that still don't work
Where a man's word means everything
Where moms and dads were high school flames and
Gave their children Grandmother's maiden name
Yes, it may not sound like much
But it's where I'm from

So we drank that round and then another
There wasn't a topic in this world we did not cover
He said I headed out west when I was barely 19
Just a kid chasing my dreams
And I said I'm flying out here to pick up my big brother
He's been fighting the cancer they discovered
But he called last night and said I think this is the end
So come take me home to my family and my friends

Where the quarterback dates the homecoming queen
The trucks a Ford and the tractor's green
And ""Amazing Grace"" is what we sing
Where there's a county fair every fall
And your friends are there no matter when you call
It may not sound like much but it's where I'm from
And as we stood to claim the bags we checked
He said I'll pray for your brother and did I mention that
Italian suits haven't always been my style
See I was the quarterback of my high school team
We took state back in '63 and my wife well she is still my homecoming queen

Cause I'm from the front pew of a wooden white church
A courthouse clock that still don't work
Where a man's word means everything
Where moms and dads were high school flames
Gave their children Grandmother's maiden name
Yes, it may not sound like much
I said it may not sound like much
But it's where I'm from
Amazing Grace
It's where I'm from
How sweet the sound
It's where I'm from
Amazing grace, how sweet the sound, amazing graceEmbedShare URLCopyEmbedCopy"
199,199,Mims,Like This,['pop rap'],"[Intro]
Uh, You know what it is what it is when we do what we do

[Verse 1]
If good girls get down on the floor
Tell me how low will a bad girl go
She probably pick it up drop it down real slow
Either that or she's upside down on the pole
That's when I grab the knot throw it up in the sky
Let it come down slow watch it all fly
Front to the back then side to the side
Then we head back to my crib for the night
That's how it goes down, all night long
She whisper in my ear says she loves my song
This Is Why I'm Hot, she got it on her phone
Top ten download number one ring tone
I'm in my zone tell me what's good, what it be
Can't say I'm what you want but I got what you need
All night, it's alright
We can dance but ya gotta keep it up a lil somethin

[Hook] [*Female's Voice]
Like this, Like this, Like this, Like this, Like this, Like this, Like this

[*]:
Baby do you want it Like this, Like this, Like this
Like this, Like this, Like this, Like this
(Girl tell me if you want it like this)
[Verse 2]
If you want to you can back it up
You say you like it rough won't you let me smack it up
Palm on your ass that's if you let me touch
I don't care 'bout your breast you can be an A cup
I know what I like, and baby that's below the waist
I'm a baller, baby I'll hold us safe
I got about ten lawyers to blow the case
So we don't gotta worry 'bout those who hate
I'm like the 2-0-0-7 Nino
Dropped a few G's on my shirt like Gino
Homey don't act like you know what I mean
Oh see I'm the freshest motherfucker on the scene though
Back of the club, all night long
Grand Monea pop a Case Of The Dom
Shorty says she love it when I let her call me Sean
So if you really down baby we can get it on

[Hook] [*Female's Voice]
Like this, Like this, Like this, Like this, Like this, Like this, Like this

[*]:
Baby do you want it Like this, Like this, Like this
Like this, Like this, Like this, Like this

[Bridge]
Now break it down!!!
Gimme gimme, gimme gimme gimme gimme (Say What!)
Gimme gimme, gimme gimme gimme gimme (Say What!)
Gimme gimme, gimme gimme gimme gimme (Say What!)
Gimme gimme, gimme gimme gimme gimme (Uh!)
Gimme gimme, gimme gimme gimme gimme (Say What!)
Gimme gimme, gimme gimme gimme gimme (Say What!)
Gimme gimme, gimme gimme gimme gimme
Gimme gimme, gimme gimme gimme gimme (Uh! Uh!)
[Verse 3]
Gimme that all of that break it down
Girl shake it up now drop it to the ground
Your way too high go a little lower
Now baby beat it up like Rocky Balboa
Yeah that's what I said Shortie go 'head
Show me what you got here's a little more bread
You know how I shine a hundred on the wrist
If you like what you see then ya gotta keep it up a lil somethin

[Hook] [*Female's Voice]
Like this, Like this, Like this, Like this, Like this, Like this, Like this

[*]:
Baby do you want it Like this, Like this, Like this
Like this, Like this, Like this, Like thisEmbedShare URLCopyEmbedCopy"
200,200,George Strait,Twang,"['contemporary country', 'country', 'country road', 'country rock']","[Verse 1]
When I get off of work on Friday after working like a dog all week
I go to meet the boys for a cold one at a little joint up the street
They got a jukebox in the corner full of old country tunes
Feed it five dollars worth of quarters is the first thing I always do

[Chorus]
'Cause I need a little twang, a little hillbilly bending on some guitar strings
Some peddle steel whining like a whistle of an old freight train
To get that foot stomping honky tonking feeling going through my veins
I need a little twang, twang, twang

[Verse 2]
Well, I like a lot of kinds of music, I try to keep an open mind
Depending on the mood to strike me if I'm gonna stay till closing time
So when I wanna lift my spirits to get me feeling worth a dang
I know I'm gonna have to hear it 'cause I gotta have some Hank to hang

[Chorus]
'Cause I need a little twang, a little hillbilly bending on some guitar strings
Some peddle steel whining like a whistle of an old freight train
To get that foot stomping honky tonking feeling going through my veins
I need a little twang, twang, twang

[Chorus]
'Cause I need a little twang, a little hillbilly bending on some guitar strings
Some peddle steel whining like a whistle of an old freight train
To get that foot stomping honky tonking feeling going through my veins
I need a little twang, twang, twangEmbedShare URLCopyEmbedCopy"
201,201,Mariah Carey Featuring Joe & 98 Degrees,Thank God I Found You,"['dance pop', 'pop', 'r&b', 'urban contemporary', 'dance pop', 'hip pop', 'neo soul', 'new jack swing', 'pop rap', 'r&b', 'urban contemporary', 'boy band', 'dance pop']","[Verse 1: Mariah Carey]
I would give up everything
Before I'd separate myself from you
After so much suffering
I finally found unvarnished truth
I was all by myself for the longest time
So cold inside
And the hurt from the heartache would not subside
I felt like dying
Until you saved my life

[Chorus: All]
Thank God I found you
I was lost without you
My every wish and every dream
Somehow became reality
When you brought the sunlight
Completed my whole life
I'm overwhelmed with gratitude
'Cause baby I'm so thankful I found you

[Verse 2: Joe & 98°]
I will give you everything
There's nothing in this world I wouldn't do
To ensure your happiness
I'll cherish every part of you
'Cause without you beside me I can't survive
Don't wanna try
If you keeping me warm each and every night
I'll be alright
'Cause I need you in my life
[Chorus: All]
Thank God I found you
I was lost without you
My every wish and every dream
Somehow became reality
When you brought the sunlight
Completed my whole life
I'm overwhelmed with gratitude
'Cause baby, I'm so thankful I found you

[Bridge: All]
See, I was so desolate before you came to me
Looking back
I guess it shows that we were destined
To shine over the rain, to appreciate
The gift of what we have
And I'd go through it all over again
To be able to feel
This way

[Chorus: 98° with ad-libs from Mariah Carey & Joe]
Thank God I found you
I was lost without you
My every wish and every dream
Somehow became reality
When you brought the sunlight
Completed my whole life
I'm overwhelmed with gratitude
See baby, I'm so thankful I found you
Thank God I found you
I was lost without you
I'm overwhelmed with gratitude
My baby, I'm so thankful I found
You
You
[Outro: Mariah Carey]
I'm overwhelmed with gratitude
My baby, I'm so thankful I found you5EmbedShare URLCopyEmbedCopy"
202,202,Jamie Foxx Featuring Twista,DJ Play A Love Song,"['hip hop', 'hip pop', 'neo soul', 'pop rap', 'r&b', 'southern hip hop', 'urban contemporary', 'chicago rap', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'trap', 'urban contemporary']","[Talking: Jamie Foxx]
I know he see me looking at you
And I know he know you looking at me
Well...damn

[Chorus: Jamie Foxx]
DJ, won't you play this girl a love song
She really needs to hear this freaking love song
She's looking at me kinda hard, I can tell that things
Ain't right on the home front
What she really needs is a G like me to beat it, beat it
Beat, beat it, beat it

[Verse 1: Jamie Foxx]
I can see how you want it baby
Wish your man wasn't here with you baby
I can see, curiosity
Gotcha wanna try me, homeboy can't please you
On this wall in the open baby
You wouldn't care if the crowd was watchin' baby
You want it (you want it), I know it (I know it). Gotta notion to pull your
Ass up outta here

[Chorus: Jamie Foxx]
DJ, won't you play this girl a love song
She really needs to hear this freaking love song
She's looking at me kinda hard, I can tell that things
Ain't right on the home front
What she really needs is a G like me to beat it, beat it
Beat, beat it, beat it
DJ, won't you play this girl a love song
She really needs to hear this freaking love song
She's looking at me kinda hard, I can tell that things
Ain't right on the home front
What she really needs is a G like me to beat it, beat it
Beat, beat it, beat it
[Verse 2: Jamie Foxx]
Baby, I got things that I wanna say
Won't you meet me in the bathroom
We can pull a freaky episode, I got my Beretta
If the nigga come through
Baby, I know he ain't treating you right
Lady, look at your bad ass
Turn around (ooh), turn around (ooh)
Damn, you fine (ooh)

[Chorus: Jamie Foxx]
DJ, won't you play this girl a love song
She really needs to hear this freaking love song
She's looking at me kinda hard, I can tell that things
Ain't right on the home front
What she really needs is a G like me to beat it, beat it
Beat, beat it, beat it
DJ, won't you play this girl a love song
She really needs to hear this freaking love song
She's looking at me kinda hard, I can tell that things
Ain't right on the home front
What she really needs is a G like me to beat it, beat it
Beat, beat it, beat it

[Verse 3: Twista]
Tell me why he did you wrong
Need to get up with the Twista I been sippin' on Patron
Stroke it when I hold them legs up
He can take you out to dinner and look like a player
Ima give it to you good up in the elevator
He be actin' all soft when he get in them draws
Ima break you off and fuck you up against the wall
Finna move up in that slot cause I'm something he not
And he don't know what he got, I'm in the drop top
To get the twat I got a knot, no more running from the cops
Now I'm rolling with Foxx because the block's hot
But I'm always a G, cause I come from the streets and I got heat
For whoever thinking they want some no more fucking with them lames
Now you rolling with a thug, so tell that nigga to beat it, beat it
[Chorus: Jamie Foxx]
DJ, won't you play this girl a love song (DJ please)
She really needs to hear this freaking love song (Play this song for me)
She's looking at me kinda hard, I can tell that things
Ain't right on the home front
What she really needs is a G like me to beat it, beat it
Beat, beat it, beat it
DJ, won't you play this girl a love song (DJ please)
She really needs to hear this freaking love song (Play this girl a song for me)
She's looking at me kinda hard, I can tell that things (That's what I need)
Ain't right on the home front (That's what she needs)
What she really needs is a G like me to beat it, beat it
Beat, beat it, beat it


[Outro]
DJ, play this girl a song
Turned her out, damn that clown, ain't been down
DJ, play this girl a songEmbedShare URLCopyEmbedCopy"
203,203,Ashlee Simpson,Shadow,"['dance pop', 'post-teen pop']","[Verse 1]
I was six years old
When my parents went away
I was stuck inside a broken life
I couldn't wish away
She was beautiful
She had everything and more
And my escape was hiding out and running for the door

[Pre-Chorus]
Somebody listen please
It used to be so hard being me

[Chorus]
Living in the shadow
Of someone else's dream
Trying to find a hand to hold, but every touch felt cold to me
Living in a nightmare
A never-ending sleep
But now that I am wide awake
My chains are finally free
Don't feel sorry for me

[Verse 2]
All the days collided
One less perfect than the next
I was stuck inside someone else's life and always second best
Oh, I love you now 'cause now I realize
That it's safe outside to come alive in my identity
[Pre-Chorus]
So if you're listening
There's so much more to me you haven't seen

[Chorus]
Living in the shadow
Of someone else's dream
Trying to find a hand to hold, but every touch felt cold to me
Living in a nightmare
A never-ending sleep
But now that I am wide awake
Then I can finally see
Don't feel sorry for me

[Bridge]
Mother, sister, father, sister, mother
Everything's cool now
Mother, sister, father, sister, mother
Everything's cool now
Oh, my life is good
I've got more than anyone should
Oh, my life is good
And the past is in the past

[Chorus]
I was living in the shadow of someone else's dream
Trying to find a hand to hold, but every touch felt cold to me
I'm living in a new day, I'm living it for me
And now that I am wide awake
Yeah, I can finally be
So don't feel sorry for me
Don't feel sorry, don't feel sorry for me
Don't feel sorry, don't feel sorry for me
[Outro]
Living in, living in, living in the shadow
Living in, living in, living in a new dayEmbedShare URLCopyEmbedCopy"
204,204,Carrie Underwood,Just A Dream,"['contemporary country', 'country', 'country dawn', 'country road', 'oklahoma country', 'post-teen pop']","[Verse 1]
It was two weeks after the day she turned eighteen
All dressed in white
Going to the church that night
She had his box of letters in the passenger seat
Sixpence in a shoe
Something borrowed, something blue
And when the church doors opened up wide
She put her veil down
Trying to hide the tears
Oh, she just couldn't believe it
She heard the trumpets from the military band
And the flowers fell out of her hand

[Chorus]
Baby, why'd you leave me?
Why'd you have to go?
I was counting on forever, now I'll never know
I can't even breathe
It's like I'm looking from a distance
Standing in the background
Everybody's saying, he's not coming home now
This can't be happening to me
This is just a dream

[Verse 2]
The preacher man said, ""Let us bow our heads and pray
Lord please lift his soul, and heal this hurt""
Then the congregation all stood up and sang the saddest song that she ever heard
Then they handed her a folded up flag
And she held on to all she had left of him
Oh, and what could have been
And then the guns rang one last shot
And it felt like a bullet in her heart
[Chorus]
Baby, why'd you leave me?
Why'd you have to go?
I was counting on forever, now I'll never know
I can't even breathe
It's like I'm looking from a distance
Standing in the background
Everybody's saying, he's not coming home now
This can't be happening to me
This is just a dream

[Bridge]
Oh, baby, why'd you leave me?
Why'd you have to go?
I was counting on forever, now I'll never know
Oh, I'll never know

[Chorus 2]
It's like I'm looking from a distance
Standing in the background
Everybody's saying, he's not coming home now
This can't be happening to me
This is just a dream

[Outro]
Oh, this is just a dream
Just a dream
Yeah, yeah8EmbedShare URLCopyEmbedCopy"
205,205,Foo Fighters,The Pretender,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']","[Intro]
Keep you in the dark, you know they all pretend
Keep you in the dark and so it all began

[Verse 1]
Send in your skeletons
Sing as their bones go marching in again
They need you buried deep
The secrets that you keep are at the ready
Are you ready?
I'm finished making sense
Done pleading ignorance, that whole defense
Spinning infinity, boy
The wheel is spinning me
It's never ending, never ending
Same old story

[Chorus]
What if I say I'm not like the others?
What if I say I'm not just another one of your plays?
You're the pretender
What if I say I will never surrender?
What if I say I'm not like the others?
What if I say I'm not just another one of your plays?
You're the pretender
What if I say that I'll never surrender?
[Verse 2]
In time or so I'm told
I'm just another soul for sale, oh well
The page is out of print
We are not permanent, we're temporary, temporary
Same old story

[Chorus]
What if I say I'm not like the others?
What if I say I'm not just another one of your plays?
You're the pretender
What if I say I will never surrender?
What if I say I'm not like the others?
What if I say I'm not just another one of your plays?
You're the pretender
What if I say I will never surrender?

[Bridge]
I'm the voice inside your head
You refuse to hear
I'm the face that you have to face
Mirroring your stare
I'm what's left, I'm what's right
I'm the enemy
I'm the hand that'll take you down
Bring you to your knees
So who are you?
Yeah, who are you?
Yeah, who are you?
Yeah, who are you?
Keep you in the dark
You know they all pretend
[Chorus]
What if I say I'm not like the others?
What if I say I'm not just another one of your plays?
You're the pretender
What if I say I will never surrender?
What if I say I'm not like the others?
What if I say I'm not just another one of your plays?
You're the pretender
What if I say I will never surrender?
[Outro]
What if I say I'm not like the others? (Keep you in the dark)
What if I say I'm not just another one of your plays? (You know they all)
You're the pretender (Pretend)
What if I say I will never surrender?
What if I say I'm not like the others? (Keep you in the dark)
What if I say I'm not just another one of your plays? (You know they all)
You're the pretender (Pretend)
What if I say I will never surrender?
So who are you?
Yeah, who are you?
Yeah, who are you?57EmbedShare URLCopyEmbedCopy"
206,206,P$C Featuring T.I. & Lil Scrappy,I'm A King,"['atl hip hop', 'dirty south rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",
207,207,Linkin Park,Somewhere I Belong,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']","[Verse 1: Mike Shinoda & Chester Bennington]
(When this began) I had nothing to say
And I'd get lost in the nothingness inside of me
(I was confused) And I let it all out to find
That I'm not the only person with these things in mind
(Inside of me) But all the vacancy the words revealed
Is the only real thing that I've got left to feel
(Nothing to lose) Just stuck, hollow and alone
And the fault is my own, and the fault is my own

[Chorus: Chester Bennington & Mike Shinoda]
I wanna heal, I wanna feel what I thought was never real
I wanna let go of the pain I've held so long
(Erase all the pain 'til it's gone)
I wanna heal, I wanna feel like I'm close to something real
I wanna find something I've wanted all along
Somewhere I belong

[Verse 2: Mike Shinoda & Chester Bennington]
And I've got nothing to say
I can't believe I didn't fall right down on my face
(I was confused) Looking everywhere, only to find
That it's not the way I had imagined it all in my mind
(So what am I?) What do I have but negativity?
'Cause I can't justify the way everyone is looking at me
(Nothing to lose) Nothing to gain, hollow and alone
And the fault is my own, and the fault is my own
[Chorus: Chester Bennington & Mike Shinoda]
I wanna heal, I wanna feel what I thought was never real
I wanna let go of the pain I've held so long
(Erase all the pain 'til it's gone)
I wanna heal, I wanna feel like I'm close to something real
I wanna find something I've wanted all along
Somewhere I belong

[Bridge: Chester Bennington]
I will never know myself until I do this on my own
And I will never feel anything else until my wounds are healed
I will never be anything 'til I break away from me
I will break away, I'll find myself today

[Chorus: Chester Bennington & Mike Shinoda]
I wanna heal, I wanna feel what I thought was never real
I wanna let go of the pain I've held so long
(Erase all the pain 'til it's gone)
I wanna heal, I wanna feel like I'm close to something real
I wanna find something I've wanted all along
Somewhere I belong

[Outro: Chester Bennington]
I wanna heal, I wanna feel like I'm somewhere I belong
I wanna heal, I wanna feel like I'm somewhere I belong
Somewhere I belong43EmbedShare URLCopyEmbedCopy"
208,208,SHeDAISY,I Will...But,"['contemporary country', 'country', 'country dawn', 'country road']","I won't be ignored
I won't be bored
Hey!

I won't be your dirty secret
I won't be your cure-all pill
And I won't run to fetch the water
Just to tumble down the hill

I won't be your Friday paycheck
I won't be the prize you flaunt
And I won't be your Martha Stewart, baby
Or your all night restaurant

But I will, I will, I will be your everything
If you make me feel like a woman should
I will, I will, I will be the whole shebang
You know I will...but

I won't be your crutch to lean on
I won't wear stiletto heels
I won't walk a mile in your shoes
Just so I know how it feels

I won't be your obligation
I won't be your Barbie doll
I won't be the portrait of perfection
To adorn your wall
But I will, I will, I will be your everything
If you make me feel like a woman should
I will, I will, I will be the whole shebang
You know I will...but

Bridge:
Hey - you know I will
All right

I won't be your lifetime girlfriend
I won't be just one of the guys
I won't be your mama's favorite
I refuse to be the last in line

But I will, I will, I will be your everything
If you make me feel like a woman should
I will, I will, I will be the whole shebang
You know I will...but

Yeah, I will, I will, I wll be your everything
I will, I will be the whole shebang
I will, I will be your everything
I will, I will, I will, I will- yeah

You know I will
You know, you know I will
You know I will
You know, you know I will - yeahEmbedShare URLCopyEmbedCopy"
209,209,Ricky Martin,Shake Your Bon-Bon,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'puerto rican pop']","[Intro]
Shake your bon-bon
Shake your bon-bon
Shake your bon-bon
Shake your bon-bon
Shake your bon-bon
Shake your bon-bon
Shake your bon-bon
(Shake your bon-bon, baby)
Shake your bon-bon
Shake your bon-bon
Shake your bon-bon
Shake your bon-bon

[Verse 1]
I'm a desperado
Underneath your window
I see your silhouette
Are you my Juliet?
I feel a mad connection with your body
Shake your bon-bon, shake your bon-bon, shake your bon-bon
I wanna be your lover, your only latin lover

[Pre-Chorus]
We'll go around the world in a day
Don't say no, no
Shake it my way, oh
[Chorus]
Shake your bon-bon
Shake your bon-bon
Shake your bon-bon

[Verse 2]
You're a Mata Hari
I wanna know your story
In the Sahara sun, I wanna be the one that's gonna come and take you
Make you shake your bon-bon, shake your bon-bon, shake your bon-bon
Up in the Himalayas, c'mon, I wanna lay ya

[Pre-Chorus]
We'll go around the world in a day
Don't say no, no
Shake it my way, oh

[Chorus]
Shake your bon-bon
Shake your bon-bon
Shake your bon-bon

[Bridge]
Hola amiga, hola amiga
You're my temple of desire
Hola amiga, hola amiga
Let my spirit take you higher
[Pre-Chorus]
We'll go around the world in a day
Don't say no, no
Shake it my way, oh

[Chorus]
Shake your bon-bon
Shake your bon-bon
Shake your bon-bon

[Bridge]
Shake your bon-bon, baby
Shake your bon-bon, baby
Shake your bon-bon, baby
Shake your bon-bon, baby

[Pre-Chorus]
We'll go around the world in a day
Don't say no, no
Shake it my way, oh

[Chorus]
Shake your bon-bon
Shake your bon-bon
Shake your bon-bon
[Verse 1]
I'm a desperado underneath your window
I see your silhouette
Are you my Juliet?
I feel a mad connection with your body
Shake your bon-bon, shake your bon-bon, shake your bon-bon
I wanna be your lover, your only latin lover
We'll go around the world in a day
'Round the world, we will do the fandango

[Outro]
Shake your bon-bon
Shake your bon-bon
Shake your bon-bon
Shake your bon-bon
Shake your bon-bon
Shake your bon-bon
(Shake your bon-bon, baby)
Shake your bon-bon
Shake your bon-bon
Shake your bon-bon
Shake your bon-bon
Shake your bon-bon
(Shake your bon-bon, baby)
Shake your bon-bon
Shake your bon-bon
Shake your bon-bon
Shake your bon-bon
Shake your bon-bonEmbedShare URLCopyEmbedCopy"
210,210,Josh Turner,Your Man,"['contemporary country', 'country', 'country road', 'modern country rock']","[Pre-Chorus]
Baby lock the door and turn the lights down low
Put some music on that's soft and slow
Baby we ain't got no place to go
I hope you understand

[Chorus]
I've been thinking about this all day long
Never felt a feeling quite this strong
I can't believe how much it turns me on
Just to be your man

[Bridge]
There's no hurry
Don't you worry
We can take our time
Come a little closer
Lets go over
What I had in mind

[Pre-Chorus]
Baby lock the door and turn the lights down low
Put some music on that's soft and slow
Baby we ain't got no place to go
I hope you understand
[Chorus]
I've been thinking about this all day long
Never felt a feeling quite this strong
I can't believe how much it turns me on
Just to be your man

[Bridge]
Ain't nobody ever love nobody
The way that I love you
We're alone now
You don't know how
Long I've wanted to

[Pre-Chorus]
Lock the door and turn the lights down low
Put some music on that's soft and slow
Baby we ain't got no place to go
I hope you understand

[Chorus]
I've been thinking about this all day long
Never felt a feeling that was quite this strong
I can't believe how much it turns me on
Just to be your man

[Outro]
I can't believe how much it turns me on
Just to be your man22EmbedShare URLCopyEmbedCopy"
211,211,Jagged Edge,He Can't Love U,"['atl hip hop', 'dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop rap', 'quiet storm', 'r&b', 'southern hip hop', 'urban contemporary']","[Intro: Brandon]
I ain't no hater or nothin'
But he can't love you like I can, trust me
Ooh, ooh-ooh, ooh, ooh
Ooh, ooh-ooh, ooh, ooh, ooh
Ooh, ooh-ooh, ooh, ooh, ooh
Ooh, ooh-ooh, ooh, ooh

[Verse 1: Brandon]
As the clock strikes twelve
I'm sitting here wonderin' how the hell did I let you leave
And, baby, I know that I did my share of things to deceive you
I'm just tryna get an understanding of what to do
'Cause I'm halfway going crazy, girl, they can't fade me (Yeah, yeah, yeah, yeah, oh)

[Chorus: Jagged Edge & (Brandon)]
He can't love you like I love you
Baby, you know it too
And you should never wanna be with a man if he can't be a man
And do the things to you like I can (Like I do, baby)
I'm telling you, he can't love you like I love you
Baby, you know it too (Baby)
And you should never wanna be with a man if he can't be a man
And do the things to you like I can (Like I do, woah)

[Verse 2: Brian]
As I stop, and I wait, and I think
That I never met someone who make me feel like I'm ready to love
So I gotta do what I gotta do just to keep you
Keep you here with me, baby
Now I feel it's time for me to say
That I need you, boo
And I can't go a day without your lovin'
Baby, I can't live without you
[Verse 3: Brian]
I know that you know (Oh)
No matter where you want it, baby
Ain't no ifs, whats or buts or maybes
And I know that one day you'll see, hey
He can't really love you like I love you (Woah)

[Chorus: Jagged Edge & (Brian)]
He can't love you like I love you
Baby, you know it too
And you should never wanna be with a man if he can't be a man (He can't love you, no, he can't love you, no, woah)
And do the things to you like I can (Woah)
I'm telling you, he can't love you like I love you (No, he can't, can't love you)
Baby, you know it too (I know he can't love you, I know he can't do the things that I can will do, baby)
And you should never wanna be with a man if he can't be a man (I'm so sorry he can't be a man, baby)
And do the things to you like I can (Oh)

[Bridge: Jagged Edge & (B. Casey)]
He can't
He can't love you, girl
He's never gonna love you, girl
Like I love you, girl (Like I love you, girl)
He can't (Girl)
He can't love you, girl
He's never gonna love you, girl (Nah, nah, nah)
Like I love you, girl (I know)
He can't
He can't love you, girl
He's never gonna love you, girl (He can't love you, love you, he can't love you)
Like I love you, girl
He can't (No)
He can't love you, girl
No, no, no, no, no, no, no
[Chorus: Jagged Edge & (Brandon)]
He can't love you like I love you (Woah, woah)
Baby, you know it too (He can't love, he can't love)
And you should never wanna be with a man if he can't be a man (Oh, no, oh, oh, oh, oh, oh)
And do the things to you like I can (Oh, oh, oh)
I'm telling you, he can't love you like I love you (He can't)
Baby, you know it too (He can't love you, love you, no)
And you should never wanna be with a man if he can't be a man (Woah)
And do the things to you like I can (Oh)
He can't love you
He can't love you like I love you
Baby, you know it too (Baby, you know it too)
And you should never wanna be with a man if he can't be a man1EmbedShare URLCopyEmbedCopy"
